Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_green->red	lnL
1668	0.015203	0.020798	0.001616	0.002906	0.489125	-3493.514
1672	0.019061	0.023691	0.002428	0.003249	0.435448	-3493.243
1676	0.017679	0.025729	0.002511	0.003330	0.230752	-3497.071
1680	0.019259	0.030291	0.001399	0.003330	0.580331	-3485.689
1684	0.021558	0.037760	0.001767	0.003703	0.451019	-3510.253
1688	0.022707	0.031268	0.001490	0.003675	0.663463	-3499.241
1692	0.019710	0.026401	0.001535	0.003059	0.663463	-3495.438
1696	0.017964	0.024049	0.002045	0.003059	0.507904	-3485.650
1700	0.019218	0.016014	0.002914	0.003059	0.703729	-3494.126
1704	0.020351	0.017850	0.003162	0.003059	0.573723	-3500.075
1708	0.021438	0.020441	0.002637	0.003059	0.527974	-3498.328
1712	0.019585	0.020153	0.003384	0.003059	0.953227	-3500.274
1716	0.016273	0.021533	0.002161	0.002542	0.399141	-3491.201
1720	0.016292	0.021410	0.002105	0.002542	0.283468	-3531.244
1724	0.015760	0.017803	0.002499	0.002542	0.506835	-3512.708
1728	0.013926	0.019311	0.002296	0.002240	0.506835	-3512.876
1732	0.018432	0.017177	0.003005	0.002683	0.771995	-3526.913
1736	0.017954	0.022240	0.002402	0.002683	0.726289	-3526.138
1740	0.018790	0.023726	0.003330	0.002683	0.438553	-3533.033
1744	0.019363	0.018925	0.001764	0.002694	0.723262	-3519.686
1748	0.021042	0.018762	0.001416	0.003095	0.681585	-3506.093
1752	0.020149	0.025191	0.003151	0.003088	0.674940	-3498.644
1756	0.022668	0.023994	0.002395	0.003460	0.603788	-3525.796
1760	0.021355	0.019789	0.002158	0.002964	0.457703	-3522.798
1764	0.022177	0.021731	0.002182	0.002957	0.735137	-3500.127
1768	0.021027	0.023865	0.002792	0.002957	0.427224	-3532.133
1772	0.021302	0.021673	0.001755	0.002957	0.640304	-3504.938
1776	0.024184	0.025833	0.001577	0.002957	0.445900	-3509.537
1780	0.023285	0.021330	0.001532	0.002756	0.479558	-3517.676
1784	0.020368	0.024690	0.001755	0.002756	0.559684	-3514.566
1788	0.018555	0.022940	0.004192	0.002756	0.438390	-3520.912
1792	0.019884	0.023787	0.002774	0.002756	0.438390	-3514.192
1796	0.019549	0.020335	0.004027	0.002759	0.438390	-3506.665
1800	0.020460	0.024361	0.002094	0.003069	0.355735	-3504.555
1804	0.020813	0.021182	0.002220	0.003136	0.418242	-3529.056
1808	0.020059	0.021556	0.001865	0.003136	0.356762	-3500.492
1812	0.019729	0.021210	0.001768	0.003136	0.551794	-3514.250
1816	0.016415	0.017231	0.003948	0.002929	0.581178	-3513.980
1820	0.013137	0.013176	0.001739	0.002597	0.402709	-3522.011
1824	0.015035	0.016146	0.000729	0.002597	0.397729	-3516.664
1828	0.016482	0.016798	0.001431	0.003145	0.493028	-3502.876
1832	0.015954	0.018039	0.001146	0.003145	0.493028	-3516.382
1836	0.014724	0.017507	0.000854	0.003145	0.743615	-3519.397
1840	0.013878	0.014736	0.001289	0.002777	0.374193	-3516.635
1844	0.017122	0.017312	0.001909	0.003331	0.575092	-3517.264
1848	0.018842	0.019746	0.002285	0.003331	0.575092	-3504.770
1852	0.022124	0.027712	0.003310	0.004035	0.725533	-3490.642
1856	0.025395	0.027716	0.002630	0.004395	0.614810	-3511.163
1860	0.023717	0.025611	0.001795	0.004214	0.444944	-3515.175
1864	0.022638	0.024242	0.000822	0.003505	0.457314	-3514.943
1868	0.022637	0.021254	0.001077	0.004152	0.594777	-3528.866
1872	0.022659	0.027351	0.001512	0.004152	0.271246	-3516.089
1876	0.023923	0.030758	0.001490	0.004626	0.170207	-3487.425
1880	0.022919	0.026153	0.002189	0.004626	0.264765	-3500.993
1884	0.020635	0.030604	0.001313	0.004470	0.712093	-3487.878
1888	0.020081	0.028484	0.001202	0.004220	0.405170	-3472.497
1892	0.019160	0.028284	0.001641	0.004154	0.262145	-3489.853
1896	0.021075	0.033157	0.004293	0.004062	0.483220	-3487.169
1900	0.022378	0.032932	0.002431	0.004310	0.283129	-3483.258
1904	0.025620	0.025770	0.002253	0.004310	0.618939	-3498.562
1908	0.024969	0.024961	0.001635	0.004168	0.389937	-3493.339
1912	0.017329	0.023250	0.002140	0.004168	0.509388	-3477.412
1916	0.017972	0.016216	0.001786	0.003480	0.624945	-3486.160
1920	0.022430	0.018656	0.001701	0.003475	0.551523	-3499.869
1924	0.021449	0.016885	0.001768	0.003393	0.551523	-3509.451
1928	0.017186	0.018071	0.002433	0.002727	0.544688	-3492.157
1932	0.018662	0.020984	0.002668	0.003008	0.624047	-3505.381
1936	0.020075	0.021965	0.002380	0.003406	0.570888	-3477.561
1940	0.022170	0.022903	0.002205	0.003471	0.784972	-3483.736
1944	0.022590	0.016609	0.002110	0.003243	0.475969	-3487.376
1948	0.024615	0.019697	0.002099	0.003810	0.679512	-3488.795
1952	0.023431	0.017088	0.002507	0.003810	0.679512	-3489.399
1956	0.023712	0.020095	0.002571	0.003564	0.531744	-3506.209
1960	0.023169	0.019205	0.002792	0.003527	0.805172	-3492.869
1964	0.022370	0.018244	0.003435	0.003527	0.805172	-3505.426
1968	0.019351	0.015746	0.002504	0.003051	0.708814	-3487.895
1972	0.020595	0.015123	0.001818	0.003051	0.460259	-3470.485
1976	0.020698	0.018375	0.001779	0.003208	0.726508	-3497.054
1980	0.019388	0.019020	0.001139	0.003116	0.604050	-3481.952
1984	0.020373	0.017491	0.001558	0.003116	0.579289	-3471.882
1988	0.017925	0.015804	0.002648	0.002870	0.512736	-3477.785
1992	0.017966	0.015402	0.002641	0.002870	0.512736	-3478.983
1996	0.021129	0.015188	0.003502	0.003069	0.995982	-3503.882
2000	0.022415	0.016339	0.003059	0.003069	0.562204	-3475.996
2004	0.021523	0.016856	0.001672	0.002831	0.562204	-3502.229
2008	0.018133	0.014178	0.001299	0.002462	0.562204	-3500.667
2012	0.016250	0.014782	0.000995	0.002462	0.608119	-3522.517
2016	0.018073	0.018695	0.000986	0.002870	0.488670	-3528.256
2020	0.019679	0.021745	0.000868	0.002938	0.671602	-3512.092
2024	0.019833	0.019480	0.001167	0.002938	0.595487	-3512.288
2028	0.020230	0.018669	0.001437	0.003105	0.515478	-3502.728
2032	0.020145	0.019925	0.001447	0.003105	0.364432	-3521.023
2036	0.026875	0.019646	0.000960	0.003621	0.501563	-3517.990
2040	0.028915	0.021382	0.001688	0.003621	0.524554	-3509.964
2044	0.023030	0.019193	0.001246	0.003621	0.471400	-3517.577
2048	0.020744	0.017920	0.001368	0.003654	0.384610	-3498.234
2052	0.019060	0.019052	0.001739	0.003014	0.604443	-3508.795
2056	0.022786	0.023800	0.001593	0.003693	0.513545	-3493.661
2060	0.019771	0.017495	0.001431	0.003171	0.513545	-3500.665
2064	0.018287	0.016992	0.000911	0.003284	0.513545	-3490.933
2068	0.018402	0.012398	0.000967	0.003284	0.298458	-3528.847
2072	0.018758	0.018513	0.001036	0.003338	0.419894	-3498.245
2076	0.020564	0.017009	0.000773	0.003338	0.419894	-3529.673
2080	0.018453	0.015214	0.001415	0.003380	0.380470	-3507.393
2084	0.017627	0.019290	0.001549	0.003118	0.548550	-3505.921
2088	0.017815	0.018221	0.001436	0.003118	0.359239	-3534.384
2092	0.020862	0.025720	0.002126	0.003696	0.359239	-3513.901
2096	0.020050	0.023392	0.001595	0.003503	0.473052	-3493.662
2100	0.015737	0.020138	0.000950	0.002969	0.473052	-3499.221
2104	0.018019	0.019277	0.001314	0.003155	0.407288	-3495.692
2108	0.019550	0.025403	0.001413	0.003409	0.373323	-3493.369
2112	0.016489	0.020775	0.001364	0.002924	0.288043	-3501.836
2116	0.013782	0.016216	0.001416	0.002728	0.452306	-3515.796
2120	0.014534	0.016586	0.001575	0.002728	0.392670	-3534.608
2124	0.014225	0.015267	0.001279	0.002728	0.527815	-3497.966
2128	0.014272	0.012647	0.001760	0.002605	0.369592	-3504.699
2132	0.015051	0.015478	0.001641	0.003018	0.474628	-3511.381
2136	0.014924	0.016594	0.000944	0.003018	0.493306	-3510.570
2140	0.017518	0.020360	0.001373	0.003577	0.493306	-3496.582
2144	0.017973	0.018098	0.001331	0.003650	0.493306	-3517.923
2148	0.012658	0.016815	0.001804	0.003253	0.334635	-3519.304
2152	0.014773	0.015920	0.001553	0.003649	0.516045	-3523.475
2156	0.014471	0.016578	0.001837	0.003451	0.426543	-3504.860
2160	0.013440	0.016636	0.001017	0.003478	0.290709	-3520.624
2164	0.015406	0.023005	0.001168	0.003769	0.452443	-3506.478
2168	0.013983	0.015528	0.000919	0.003244	0.440542	-3509.962
2172	0.019548	0.021979	0.001090	0.004614	0.492672	-3508.582
2176	0.017018	0.019500	0.001845	0.004614	0.492672	-3500.886
2180	0.017519	0.022552	0.002535	0.004614	0.366223	-3509.489
2184	0.015984	0.017872	0.002593	0.004609	0.370909	-3511.208
2188	0.015552	0.018798	0.002144	0.004609	0.370909	-3509.218
2192	0.017779	0.024696	0.001407	0.004524	0.451927	-3514.397
2196	0.016764	0.019650	0.001662	0.004524	0.545056	-3510.830
2200	0.017758	0.020893	0.001853	0.004524	0.545056	-3525.121
2204	0.016732	0.020006	0.001249	0.004524	0.482544	-3514.553
2208	0.014485	0.015436	0.001259	0.003486	0.579170	-3512.627
2212	0.018559	0.019852	0.001229	0.004914	0.448128	-3540.854
2216	0.017175	0.028718	0.003068	0.004914	0.403963	-3535.792
2220	0.026224	0.042242	0.001227	0.007270	0.409601	-3525.953
2224	0.030940	0.044721	0.001188	0.007533	0.525315	-3507.624
2228	0.031732	0.041078	0.001186	0.007533	0.525231	-3519.654
2232	0.026347	0.030047	0.000969	0.006197	0.506534	-3517.457
2236	0.023503	0.025613	0.000860	0.005288	0.793627	-3542.176
2240	0.019542	0.021792	0.001570	0.004339	0.449734	-3509.460
2244	0.017863	0.024834	0.001343	0.003470	0.571972	-3503.419
2248	0.016400	0.018921	0.001208	0.003470	0.845911	-3498.984
2252	0.018636	0.020940	0.000774	0.003470	0.845911	-3484.529
2256	0.017225	0.028316	0.000825	0.003470	0.405496	-3498.834
2260	0.016611	0.020575	0.001491	0.003470	0.481317	-3500.009
2264	0.015682	0.017996	0.001705	0.003023	0.432464	-3514.777
2268	0.016540	0.015738	0.001229	0.003204	0.437935	-3547.539
2272	0.014126	0.014209	0.001239	0.003062	0.437935	-3530.829
2276	0.017876	0.022068	0.001490	0.003901	0.310339	-3508.331
2280	0.019348	0.019537	0.002114	0.004014	0.455151	-3513.315
2284	0.016659	0.016045	0.001989	0.003457	0.381383	-3529.330
2288	0.018994	0.018660	0.002192	0.003768	0.455307	-3509.012
2292	0.018307	0.018684	0.002162	0.003768	0.661593	-3530.559
2296	0.019100	0.022152	0.001751	0.004081	0.380486	-3518.432
2300	0.015236	0.016369	0.001149	0.003499	0.380486	-3520.706
2304	0.013209	0.013540	0.001657	0.003499	0.547629	-3526.585
2308	0.013778	0.018088	0.001391	0.003499	0.329852	-3506.803
2312	0.012808	0.020277	0.001386	0.003499	0.437250	-3507.198
2316	0.013599	0.012964	0.001866	0.003430	0.493815	-3518.277
2320	0.009779	0.011397	0.001005	0.002574	0.525737	-3539.508
2324	0.012416	0.011199	0.001157	0.002574	0.487645	-3517.096
2328	0.012039	0.010822	0.001283	0.002574	0.487645	-3525.750
2332	0.013556	0.013256	0.000792	0.002837	0.403884	-3496.790
2336	0.012969	0.014427	0.000995	0.002837	0.365068	-3503.632
2340	0.013912	0.010608	0.001387	0.002837	0.445306	-3512.191
2344	0.015473	0.015949	0.001215	0.003429	0.518216	-3515.191
2348	0.016948	0.014205	0.001948	0.003377	0.297012	-3498.199
2352	0.016732	0.015950	0.001705	0.003256	0.258872	-3499.542
2356	0.017445	0.013228	0.001584	0.003189	0.384418	-3502.008
2360	0.018652	0.012838	0.002460	0.003189	0.514729	-3505.769
2364	0.019536	0.013112	0.002633	0.003475	0.355772	-3502.305
2368	0.020705	0.019715	0.003382	0.003562	0.590178	-3521.892
2372	0.018436	0.014577	0.002320	0.003562	0.507042	-3506.009
2376	0.018538	0.019290	0.002761	0.003625	0.507042	-3500.352
2380	0.019233	0.017003	0.001857	0.003588	0.338606	-3517.108
2384	0.019044	0.014848	0.002326	0.003588	0.479811	-3513.772
2388	0.019045	0.016402	0.002115	0.002961	0.341916	-3510.894
2392	0.018937	0.019265	0.001393	0.003237	0.505438	-3531.614
2396	0.016293	0.013239	0.001616	0.002653	0.700618	-3512.791
2400	0.019270	0.016244	0.000952	0.002653	0.448204	-3504.597
2404	0.023534	0.020420	0.000948	0.003101	0.499167	-3502.490
2408	0.023482	0.024311	0.001710	0.003737	0.456086	-3514.766
2412	0.025966	0.026041	0.001516	0.003401	0.878139	-3509.703
2416	0.024619	0.024024	0.001242	0.003401	0.668666	-3499.646
2420	0.025873	0.031523	0.000884	0.004332	0.484128	-3520.415
2424	0.022784	0.022571	0.001209	0.004332	0.409268	-3517.390
2428	0.027106	0.027404	0.000952	0.004658	0.563267	-3516.381
2432	0.025390	0.022056	0.001473	0.004658	0.524336	-3508.435
2436	0.022210	0.020407	0.002249	0.004658	0.338465	-3506.390
2440	0.023411	0.025317	0.001705	0.004620	0.290707	-3511.636
2444	0.024951	0.020974	0.001616	0.004620	0.417650	-3513.073
2448	0.026633	0.021538	0.001483	0.004620	0.474281	-3525.494
2452	0.022664	0.020359	0.001334	0.003967	0.299837	-3520.279
2456	0.023305	0.018183	0.001160	0.003967	0.349130	-3505.771
2460	0.014685	0.013089	0.002119	0.002638	0.349130	-3520.840
2464	0.015362	0.013432	0.002285	0.002842	0.632048	-3506.189
2468	0.015343	0.016957	0.002497	0.002842	0.524284	-3492.313
2472	0.013623	0.016672	0.002083	0.002380	0.513778	-3476.353
2476	0.017220	0.023633	0.001544	0.002913	0.443225	-3503.448
2480	0.019405	0.021267	0.001236	0.002913	0.370223	-3507.494
2484	0.020015	0.020277	0.001024	0.002913	0.482159	-3499.104
2488	0.015790	0.019121	0.001289	0.002462	0.945483	-3493.019
2492	0.017194	0.017535	0.001104	0.002462	0.433982	-3499.937
2496	0.016557	0.019093	0.002378	0.002670	0.393710	-3507.363
2500	0.018711	0.021979	0.002722	0.003054	0.589203	-3514.344
2504	0.018445	0.017134	0.002614	0.002802	0.379053	-3523.836
2508	0.017357	0.018225	0.001474	0.002802	0.359942	-3513.269
2512	0.019504	0.017099	0.001941	0.002962	0.359942	-3522.159
2516	0.019045	0.018143	0.001701	0.002962	0.485802	-3505.465
2520	0.016623	0.014133	0.001586	0.002420	0.316574	-3515.008
2524	0.015297	0.013483	0.002486	0.002420	0.261950	-3523.270
2528	0.012646	0.011257	0.001432	0.002108	0.261950	-3512.209
2532	0.017679	0.014672	0.002196	0.002295	0.504316	-3513.849
2536	0.012422	0.011620	0.002145	0.001886	0.454048	-3505.092
2540	0.010868	0.010699	0.001484	0.001716	0.540305	-3526.907
2544	0.014363	0.020433	0.002592	0.002600	0.362392	-3513.262
2548	0.015888	0.023632	0.002203	0.003070	0.469807	-3505.054
2552	0.016518	0.021205	0.001617	0.003070	0.291232	-3532.519
2556	0.017429	0.022743	0.002288	0.003219	0.393049	-3518.023
2560	0.022136	0.025892	0.002707	0.004094	0.593731	-3525.452
2564	0.017411	0.021820	0.001594	0.003287	0.346356	-3513.963
2568	0.014705	0.014057	0.002660	0.002661	0.543401	-3526.598
2572	0.019333	0.025230	0.001611	0.003246	0.449209	-3517.918
2576	0.017032	0.018380	0.002084	0.003228	0.375262	-3508.313
2580	0.018982	0.021595	0.001936	0.003228	0.255177	-3524.764
2584	0.020445	0.019396	0.002132	0.003228	0.300762	-3533.538
2588	0.018061	0.011499	0.001561	0.002595	0.300762	-3515.184
2592	0.022719	0.019958	0.002498	0.003377	0.600512	-3504.871
2596	0.021940	0.023511	0.001598	0.003377	0.451871	-3487.804
2600	0.022109	0.019233	0.000985	0.003333	0.451871	-3501.974
2604	0.024583	0.021870	0.001153	0.003865	0.626576	-3507.758
2608	0.019963	0.021624	0.001158	0.003296	0.446846	-3491.216
2612	0.019384	0.018901	0.000940	0.002856	0.446846	-3515.691
2616	0.018204	0.014823	0.000993	0.002856	0.323266	-3494.709
2620	0.018835	0.016041	0.000744	0.002746	0.198761	-3476.530
2624	0.016705	0.019400	0.000709	0.002746	0.198761	-3499.460
2628	0.020614	0.017278	0.000954	0.003282	0.330369	-3506.315
2632	0.015362	0.013950	0.001279	0.002693	0.694576	-3507.318
2636	0.017129	0.016440	0.001472	0.002801	0.542400	-3513.684
2640	0.019276	0.014876	0.000674	0.002924	0.292686	-3504.462
2644	0.016993	0.017696	0.000745	0.002830	0.396573	-3518.335
2648	0.018652	0.021015	0.001646	0.002830	0.463172	-3504.073
2652	0.019708	0.021890	0.001218	0.002830	0.430048	-3523.546
2656	0.020323	0.016488	0.001042	0.003083	0.396653	-3521.277
2660	0.029990	0.024593	0.001559	0.003930	0.594358	-3506.375
2664	0.030497	0.025157	0.003198	0.004230	0.625229	-3530.225
2668	0.023785	0.018323	0.002703	0.003531	0.602125	-3507.964
2672	0.016853	0.017725	0.001567	0.002915	0.316266	-3508.517
2676	0.015911	0.018572	0.001770	0.002759	0.213336	-3506.776
2680	0.018076	0.018752	0.001275	0.002759	0.479439	-3502.093
2684	0.016793	0.017040	0.002179	0.003118	0.426069	-3497.485
2688	0.020069	0.025347	0.002647	0.003861	0.419870	-3513.992
2692	0.017450	0.023271	0.001946	0.003861	0.242752	-3513.039
2696	0.018970	0.019189	0.004124	0.003861	0.387333	-3511.562
2700	0.014803	0.019832	0.003201	0.003275	0.367802	-3514.837
2704	0.020330	0.025316	0.002632	0.003782	0.401507	-3527.048
2708	0.019894	0.025904	0.002542	0.003782	0.579171	-3514.000
2712	0.021397	0.030641	0.002081	0.004063	0.351400	-3518.405
2716	0.025472	0.035615	0.002244	0.004568	0.313637	-3526.491
2720	0.025175	0.029717	0.002324	0.004313	0.407494	-3526.959
2724	0.026545	0.031724	0.002430	0.004313	0.752795	-3533.412
2728	0.017113	0.021580	0.003365	0.003141	0.419805	-3517.359
2732	0.015795	0.026074	0.004841	0.003659	0.397193	-3504.396
2736	0.017280	0.029598	0.002461	0.003659	0.451145	-3519.319
2740	0.016847	0.019010	0.001559	0.003149	0.320044	-3531.823
2744	0.016689	0.018419	0.001098	0.003079	0.320044	-3527.524
2748	0.013691	0.021221	0.000892	0.003079	0.554693	-3535.690
2752	0.014390	0.022977	0.000844	0.003079	0.582814	-3534.177
2756	0.015850	0.023655	0.001280	0.003284	0.568735	-3530.006
2760	0.017487	0.021173	0.001515	0.003537	0.371679	-3514.981
2764	0.017277	0.021126	0.001899	0.003537	0.389233	-3494.572
2768	0.019330	0.021001	0.001501	0.003537	0.456254	-3507.848
2772	0.016434	0.017654	0.000843	0.003240	0.567985	-3509.652
2776	0.015869	0.016721	0.001356	0.003240	0.294088	-3498.476
2780	0.014189	0.021184	0.001697	0.003240	0.402444	-3512.126
2784	0.015524	0.017404	0.002752	0.003240	0.309649	-3509.157
2788	0.016320	0.020610	0.002706	0.003240	0.309649	-3516.965
2792	0.021039	0.023349	0.003503	0.003783	0.409674	-3498.473
2796	0.021659	0.025791	0.003156	0.003490	0.540917	-3500.311
2800	0.020678	0.023558	0.004091	0.003429	0.383973	-3496.345
2804	0.017209	0.022866	0.003753	0.003000	0.597753	-3527.145
2808	0.018438	0.025106	0.002592	0.003183	0.689347	-3513.602
2812	0.014248	0.016222	0.002019	0.002518	0.689347	-3512.770
2816	0.016427	0.017169	0.002699	0.002767	0.286085	-3494.068
2820	0.017003	0.019444	0.002612	0.002767	0.381435	-3508.724
2824	0.015776	0.024279	0.002553	0.002767	0.383310	-3490.493
2828	0.021037	0.038207	0.003909	0.003550	0.350893	-3489.529
2832	0.024623	0.038600	0.005637	0.004349	0.380240	-3501.002
2836	0.025068	0.030019	0.004630	0.004415	0.532389	-3510.181
2840	0.025349	0.027958	0.003089	0.004415	0.532389	-3520.155
2844	0.025966	0.036785	0.004111	0.004467	0.519033	-3513.443
2848	0.025619	0.036881	0.004636	0.004121	0.456350	-3504.788
2852	0.023480	0.028338	0.003318	0.004121	0.445929	-3490.280
2856	0.025693	0.032380	0.002024	0.004121	0.577816	-3499.251
2860	0.027245	0.026923	0.002630	0.004121	0.696296	-3513.519
2864	0.026800	0.033368	0.002984	0.004121	0.489442	-3513.561
2868	0.025069	0.030191	0.003479	0.004121	0.414685	-3505.194
2872	0.019324	0.030801	0.001881	0.003655	0.367186	-3510.050
2876	0.017198	0.026839	0.002723	0.003019	0.387849	-3511.928
2880	0.019070	0.021631	0.001400	0.003019	0.898317	-3498.556
2884	0.022765	0.016612	0.001723	0.003507	0.615754	-3503.908
2888	0.025702	0.025774	0.003701	0.003507	0.465519	-3492.626
2892	0.024756	0.024380	0.002284	0.003507	0.598604	-3512.087
2896	0.027388	0.023077	0.001846	0.003518	0.500576	-3502.855
2900	0.027899	0.023937	0.002465	0.003518	0.435620	-3486.723
2904	0.023717	0.024477	0.001982	0.003004	0.428066	-3499.079
2908	0.027950	0.026111	0.001665	0.003446	0.746293	-3517.608
2912	0.028269	0.022761	0.004139	0.003446	0.746293	-3510.671
2916	0.020174	0.014835	0.002180	0.002513	0.419469	-3503.594
2920	0.025034	0.021811	0.003799	0.003095	0.425206	-3530.467
2924	0.015328	0.015060	0.001785	0.002079	0.508516	-3521.728
2928	0.027359	0.024463	0.003929	0.003860	0.508516	-3522.583
2932	0.028869	0.023132	0.003977	0.004098	0.482615	-3519.091
2936	0.027865	0.024997	0.003810	0.004083	0.373785	-3544.886
2940	0.023523	0.025554	0.003423	0.003437	0.476990	-3519.059
2944	0.022167	0.028233	0.002750	0.003437	0.476990	-3521.086
2948	0.019619	0.017816	0.002847	0.003043	0.539857	-3509.420
2952	0.018429	0.017728	0.002426	0.003043	0.466929	-3508.805
2956	0.019185	0.023638	0.001980	0.003258	0.386971	-3517.967
2960	0.023195	0.023349	0.001751	0.003347	0.671173	-3486.443
2964	0.023310	0.021620	0.001850	0.003347	0.671173	-3475.429
2968	0.025925	0.020831	0.002274	0.003142	0.653798	-3502.362
2972	0.022629	0.019808	0.001955	0.003142	0.699667	-3494.919
2976	0.021572	0.017918	0.001179	0.002765	0.699667	-3483.706
2980	0.018627	0.018679	0.000754	0.002765	0.557626	-3477.498
2984	0.018098	0.014920	0.001085	0.002798	0.557626	-3507.235
2988	0.018145	0.018597	0.001118	0.002790	0.288832	-3503.274
2992	0.022760	0.022277	0.000931	0.003475	0.216806	-3492.313
2996	0.026928	0.022996	0.001174	0.003475	0.216806	-3509.854
3000	0.024354	0.018415	0.001229	0.003475	0.316185	-3520.526
3004	0.024693	0.025311	0.001092	0.003475	0.484875	-3500.794
3008	0.023248	0.015779	0.001448	0.003102	0.810288	-3502.916
3012	0.019490	0.017908	0.001414	0.003102	0.605837	-3505.440
3016	0.022409	0.013649	0.001618	0.003102	0.894237	-3504.083
