Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	lnL
1956	0.014909	0.030972	0.006349	0.001754	-3539.052
1960	0.013380	0.026289	0.005698	0.001574	-3520.132
1964	0.014777	0.025474	0.005611	0.001598	-3527.433
1968	0.014791	0.025408	0.005588	0.001608	-3524.381
1972	0.015866	0.024721	0.006099	0.001608	-3529.629
1976	0.014040	0.020850	0.005490	0.001423	-3541.491
1980	0.012881	0.020470	0.005803	0.001298	-3544.141
1984	0.014176	0.022528	0.007325	0.001428	-3564.734
1988	0.014828	0.024250	0.007662	0.001494	-3557.706
1992	0.015446	0.023880	0.008188	0.001556	-3576.832
1996	0.017904	0.028292	0.007083	0.001905	-3572.702
2000	0.017216	0.026425	0.006811	0.001831	-3552.747
2004	0.017216	0.026015	0.006811	0.001831	-3570.140
2008	0.017216	0.026015	0.008537	0.001831	-3546.411
2012	0.017216	0.026015	0.005839	0.001912	-3554.841
2016	0.016743	0.025299	0.005639	0.001872	-3536.980
2020	0.023850	0.036349	0.008364	0.002672	-3528.831
2024	0.026408	0.040248	0.010419	0.002629	-3540.520
2028	0.026408	0.040820	0.009117	0.002629	-3559.934
2032	0.028337	0.045145	0.011090	0.002996	-3548.966
2036	0.024082	0.036045	0.008950	0.002280	-3535.631
2040	0.017799	0.026641	0.006854	0.001728	-3529.505
2044	0.014939	0.024670	0.004086	0.001645	-3547.846
2048	0.017427	0.025265	0.004086	0.001645	-3552.107
2052	0.018416	0.024173	0.003783	0.001778	-3568.534
2056	0.018416	0.025235	0.004029	0.001669	-3570.712
2060	0.020227	0.027716	0.004426	0.001833	-3566.741
2064	0.016177	0.023365	0.003731	0.001545	-3552.623
2068	0.020588	0.027700	0.004936	0.001892	-3563.279
2072	0.019368	0.026482	0.005303	0.001761	-3566.685
2076	0.019368	0.026482	0.004328	0.001761	-3560.936
2080	0.019368	0.026482	0.004328	0.001761	-3559.595
2084	0.019368	0.026980	0.004308	0.001769	-3563.463
2088	0.021444	0.029872	0.004770	0.001959	-3546.309
2092	0.021444	0.028441	0.004770	0.001959	-3565.747
2096	0.018671	0.024763	0.004963	0.001639	-3541.838
2100	0.015730	0.020863	0.004853	0.001381	-3537.697
2104	0.015730	0.020757	0.004853	0.001381	-3551.419
2108	0.013048	0.017219	0.003539	0.001303	-3543.507
2112	0.013048	0.017003	0.003539	0.001303	-3558.043
2116	0.013773	0.018912	0.003669	0.001441	-3557.837
2120	0.019563	0.028001	0.005786	0.001843	-3550.211
2124	0.022481	0.033742	0.005691	0.002180	-3540.550
2128	0.023718	0.035438	0.006527	0.002116	-3524.180
2132	0.020104	0.028758	0.005329	0.001727	-3534.418
2136	0.020104	0.028971	0.005329	0.001727	-3524.689
2140	0.020036	0.028872	0.005495	0.001664	-3543.752
2144	0.018909	0.027914	0.004278	0.001664	-3536.327
2148	0.016591	0.024492	0.003730	0.001460	-3530.671
2152	0.014059	0.020181	0.003161	0.001237	-3524.723
2156	0.015909	0.021852	0.003577	0.001400	-3515.549
2160	0.019542	0.028780	0.004855	0.001556	-3537.369
2164	0.019542	0.028064	0.005699	0.001556	-3548.016
2168	0.019941	0.028064	0.007367	0.001721	-3515.075
2172	0.023218	0.033767	0.008863	0.002071	-3544.609
2176	0.026684	0.034421	0.009850	0.002422	-3529.491
2180	0.026684	0.033772	0.009115	0.002335	-3524.747
2184	0.031354	0.041184	0.011731	0.002698	-3526.536
2188	0.032479	0.041184	0.012422	0.002548	-3545.080
2192	0.028389	0.035997	0.009372	0.002317	-3534.196
2196	0.031112	0.038305	0.010272	0.002539	-3527.718
2200	0.035845	0.044132	0.010051	0.003074	-3528.749
2204	0.045213	0.058354	0.014429	0.003595	-3527.724
2208	0.041842	0.054003	0.014074	0.003156	-3515.733
2212	0.041219	0.054003	0.014261	0.003113	-3511.785
2216	0.033684	0.044131	0.011276	0.002544	-3513.169
2220	0.034137	0.045165	0.010836	0.002648	-3526.626
2224	0.035083	0.045165	0.010836	0.002648	-3518.371
2228	0.025524	0.031911	0.007568	0.002006	-3526.940
2232	0.025524	0.030770	0.008810	0.002006	-3529.528
2236	0.024966	0.029215	0.007538	0.001905	-3549.503
2240	0.024966	0.029215	0.007881	0.001822	-3551.267
2244	0.027758	0.033960	0.009161	0.002118	-3534.971
2248	0.024327	0.028585	0.007711	0.001783	-3526.030
2252	0.022629	0.028101	0.008616	0.001783	-3523.353
2256	0.023327	0.031002	0.009618	0.001921	-3524.794
2260	0.023327	0.031002	0.007756	0.001914	-3514.604
2264	0.020527	0.028420	0.007886	0.001802	-3528.864
2268	0.021905	0.031764	0.008621	0.001878	-3536.648
2272	0.025055	0.038550	0.010463	0.002279	-3530.183
2276	0.025876	0.037525	0.009845	0.002422	-3548.004
2280	0.021151	0.030698	0.007501	0.002127	-3535.666
2284	0.016703	0.020885	0.005387	0.001527	-3529.181
2288	0.019966	0.024965	0.006439	0.001826	-3527.863
2292	0.019306	0.024140	0.006226	0.001765	-3517.527
2296	0.018896	0.023628	0.006035	0.001745	-3523.187
2300	0.019220	0.024033	0.006038	0.001805	-3532.286
2304	0.018626	0.021986	0.006038	0.001805	-3535.911
2308	0.018888	0.022296	0.007089	0.001830	-3512.765
2312	0.014912	0.017196	0.005909	0.001346	-3540.165
2316	0.014955	0.016131	0.005926	0.001349	-3520.355
2320	0.015072	0.016131	0.004800	0.001359	-3515.385
2324	0.015087	0.018841	0.004215	0.001470	-3524.867
2328	0.016926	0.019890	0.004564	0.001513	-3533.359
2332	0.015283	0.019890	0.004564	0.001513	-3506.883
2336	0.015477	0.020726	0.004756	0.001452	-3549.475
2340	0.016751	0.021383	0.005147	0.001571	-3541.528
2344	0.021302	0.027193	0.006671	0.001961	-3525.893
2348	0.025562	0.030498	0.007033	0.002340	-3531.181
2352	0.025562	0.030811	0.006999	0.002351	-3517.642
2356	0.025594	0.030811	0.006999	0.002351	-3528.540
2360	0.025594	0.030811	0.007588	0.002169	-3532.898
2364	0.021155	0.026825	0.006606	0.001888	-3541.603
2368	0.022663	0.026035	0.006990	0.001895	-3529.697
2372	0.017418	0.020098	0.005396	0.001463	-3534.716
2376	0.019609	0.022626	0.005815	0.001720	-3538.378
2380	0.021769	0.026334	0.006456	0.001910	-3532.827
2384	0.022196	0.027724	0.007335	0.001947	-3527.275
2388	0.017923	0.021252	0.004158	0.001620	-3547.636
2392	0.015227	0.018055	0.004277	0.001376	-3524.619
2396	0.017852	0.021168	0.004424	0.001829	-3524.312
2400	0.019433	0.023043	0.005438	0.001763	-3534.024
2404	0.023215	0.028818	0.008268	0.002205	-3519.565
2408	0.015619	0.019455	0.005562	0.001484	-3541.653
2412	0.015619	0.019455	0.005562	0.001484	-3537.250
2416	0.014099	0.017561	0.004440	0.001514	-3523.413
2420	0.014137	0.016305	0.006412	0.001518	-3533.088
2424	0.017747	0.020822	0.009051	0.001703	-3540.486
2428	0.014796	0.017360	0.006351	0.001473	-3551.042
2432	0.021208	0.026297	0.010265	0.002111	-3528.347
2436	0.020220	0.026297	0.010265	0.002111	-3539.208
2440	0.020162	0.026760	0.010159	0.002133	-3545.564
2444	0.021381	0.027069	0.009617	0.002118	-3521.023
2448	0.020867	0.028210	0.009617	0.002118	-3541.125
2452	0.020313	0.027934	0.009362	0.002062	-3518.536
2456	0.018951	0.026192	0.009073	0.001999	-3525.588
2460	0.018951	0.026192	0.009073	0.001999	-3521.348
2464	0.017442	0.024407	0.008455	0.001863	-3517.465
2468	0.018363	0.026365	0.009269	0.001883	-3513.779
2472	0.021463	0.030814	0.010834	0.002201	-3518.350
2476	0.021463	0.030531	0.011416	0.002011	-3520.147
2480	0.020447	0.032286	0.011076	0.002073	-3516.160
2484	0.019022	0.029375	0.010303	0.001929	-3524.546
2488	0.016843	0.026009	0.009123	0.001708	-3520.754
2492	0.020031	0.030933	0.010850	0.002031	-3504.200
2496	0.020031	0.030844	0.010078	0.002187	-3511.162
2500	0.020960	0.032275	0.012157	0.002288	-3502.328
2504	0.017877	0.027528	0.010209	0.001982	-3518.616
2508	0.018285	0.028156	0.010480	0.002020	-3521.484
2512	0.016614	0.026866	0.009802	0.001927	-3528.804
2516	0.017584	0.028436	0.010375	0.002040	-3544.791
2520	0.019324	0.030025	0.011292	0.002264	-3530.280
2524	0.019324	0.030025	0.011292	0.002264	-3524.842
2528	0.019324	0.030025	0.010467	0.002286	-3522.315
2532	0.019861	0.030859	0.009538	0.002322	-3549.904
2536	0.020448	0.030859	0.008962	0.002471	-3549.335
2540	0.016634	0.027000	0.008819	0.002044	-3539.660
2544	0.016634	0.026915	0.008197	0.002199	-3526.323
2548	0.017795	0.027458	0.007557	0.002191	-3534.399
2552	0.018344	0.027458	0.007557	0.002191	-3534.235
2556	0.018941	0.029858	0.008468	0.002085	-3533.775
2560	0.015382	0.025361	0.006613	0.001761	-3542.929
2564	0.015382	0.025974	0.007823	0.001761	-3531.030
2568	0.015382	0.026004	0.008769	0.001761	-3534.072
2572	0.015382	0.026004	0.008769	0.001761	-3525.304
2576	0.014913	0.024573	0.008884	0.001761	-3539.858
2580	0.015419	0.025407	0.009186	0.001821	-3545.340
2584	0.017477	0.028800	0.010551	0.002037	-3552.746
2588	0.017477	0.028800	0.009266	0.002095	-3555.074
2592	0.017477	0.029162	0.008526	0.002095	-3554.338
2596	0.017477	0.028478	0.008124	0.002198	-3543.333
2600	0.014433	0.024489	0.007045	0.001728	-3522.768
2604	0.016588	0.028793	0.009021	0.001933	-3534.216
2608	0.014730	0.024325	0.009458	0.001717	-3529.434
2612	0.016650	0.026861	0.010186	0.001940	-3540.547
2616	0.013521	0.021006	0.008105	0.001608	-3538.070
2620	0.013521	0.021006	0.008628	0.001608	-3535.700
2624	0.014520	0.022559	0.008840	0.001810	-3543.014
2628	0.013118	0.021445	0.008619	0.001836	-3559.138
2632	0.015110	0.022964	0.010089	0.001911	-3534.749
2636	0.017487	0.026575	0.011019	0.002212	-3558.585
2640	0.019801	0.030704	0.014000	0.002431	-3545.802
2644	0.017088	0.023561	0.010831	0.001938	-3538.277
2648	0.019050	0.026696	0.011606	0.002293	-3534.204
2652	0.021460	0.032778	0.013765	0.002768	-3542.811
2656	0.021460	0.032414	0.015230	0.002647	-3526.439
2660	0.019627	0.028304	0.013001	0.002376	-3541.003
2664	0.019627	0.028304	0.014018	0.002222	-3517.992
2668	0.023588	0.034016	0.014720	0.002801	-3536.357
2672	0.023269	0.035264	0.015277	0.002754	-3538.701
2676	0.023269	0.034860	0.017594	0.002754	-3540.308
2680	0.022182	0.034860	0.017594	0.002754	-3555.569
2684	0.022182	0.034860	0.017594	0.002754	-3544.256
2688	0.021699	0.034102	0.016693	0.002778	-3543.568
2692	0.020120	0.031621	0.016535	0.002607	-3542.219
2696	0.023971	0.037443	0.018876	0.002738	-3532.437
2700	0.021227	0.031736	0.016502	0.002331	-3532.989
2704	0.025314	0.039553	0.016534	0.002872	-3533.485
2708	0.020218	0.031951	0.013104	0.002294	-3545.975
2712	0.024480	0.039657	0.015142	0.002908	-3545.292
2716	0.025713	0.036339	0.015283	0.002892	-3528.296
2720	0.025114	0.036318	0.015114	0.002790	-3526.472
2724	0.025114	0.036318	0.015632	0.002697	-3534.471
2728	0.025114	0.036318	0.015740	0.002542	-3533.546
2732	0.022796	0.033717	0.013359	0.002308	-3535.673
2736	0.025838	0.039295	0.015089	0.002449	-3542.492
2740	0.025838	0.040424	0.014750	0.002505	-3538.911
2744	0.025838	0.039595	0.014773	0.002501	-3528.398
2748	0.026129	0.040102	0.014451	0.002725	-3536.023
2752	0.026917	0.040102	0.015106	0.002607	-3519.398
2756	0.021176	0.032458	0.011884	0.002051	-3509.676
2760	0.021176	0.033270	0.011550	0.002110	-3513.592
2764	0.021176	0.033270	0.011550	0.002110	-3535.470
2768	0.022427	0.033935	0.012542	0.002110	-3537.679
2772	0.019573	0.030822	0.010330	0.001951	-3527.207
2776	0.017865	0.028132	0.007982	0.001892	-3515.267
2780	0.016899	0.025188	0.007329	0.001652	-3546.686
2784	0.019158	0.030014	0.008308	0.001873	-3532.706
2788	0.015037	0.025337	0.007788	0.001525	-3516.825
2792	0.015449	0.026910	0.007419	0.001690	-3533.799
2796	0.017585	0.029303	0.008079	0.001841	-3532.197
2800	0.019693	0.032816	0.009048	0.002061	-3537.569
2804	0.014658	0.026224	0.007230	0.001647	-3522.167
2808	0.016420	0.030811	0.007627	0.001959	-3524.135
2812	0.015347	0.027265	0.005617	0.001753	-3509.684
2816	0.017249	0.030009	0.006579	0.002061	-3535.062
2820	0.017249	0.030009	0.006579	0.002061	-3522.830
2824	0.017249	0.030009	0.006579	0.002061	-3535.515
2828	0.017249	0.029045	0.006628	0.002046	-3546.221
2832	0.017249	0.029045	0.006389	0.002123	-3538.929
2836	0.019556	0.031453	0.007707	0.002299	-3531.906
2840	0.019556	0.030543	0.007707	0.002299	-3521.857
2844	0.016863	0.027279	0.006645	0.001982	-3549.637
2848	0.016863	0.027279	0.006268	0.002102	-3556.282
2852	0.016863	0.027279	0.005781	0.002102	-3554.955
2856	0.016863	0.030106	0.005918	0.002053	-3532.002
2860	0.019801	0.035351	0.006949	0.002411	-3534.586
2864	0.021160	0.036230	0.007426	0.002576	-3538.934
2868	0.018067	0.030935	0.006743	0.002068	-3544.792
2872	0.018067	0.030935	0.006743	0.002068	-3544.905
2876	0.018675	0.029150	0.006534	0.002004	-3549.328
2880	0.019989	0.030648	0.006270	0.002184	-3554.633
2884	0.019989	0.030648	0.005984	0.002288	-3550.945
2888	0.019665	0.030190	0.006193	0.002112	-3520.882
2892	0.024097	0.035600	0.007892	0.002489	-3544.907
2896	0.020657	0.030236	0.006228	0.002318	-3543.679
2900	0.019124	0.029855	0.006637	0.002202	-3540.142
2904	0.016959	0.026305	0.005794	0.001984	-3521.285
2908	0.013467	0.020888	0.005588	0.001524	-3517.185
2912	0.014331	0.023188	0.005947	0.001622	-3528.117
2916	0.014331	0.024094	0.005947	0.001622	-3549.382
2920	0.014331	0.024094	0.005860	0.001647	-3537.335
2924	0.017262	0.027716	0.006135	0.001955	-3539.418
2928	0.017262	0.028858	0.006556	0.001955	-3538.145
2932	0.020991	0.032311	0.007973	0.002378	-3536.328
2936	0.022571	0.032311	0.008215	0.002308	-3559.216
2940	0.028573	0.041451	0.011166	0.002764	-3535.758
2944	0.022225	0.032243	0.009870	0.002104	-3547.401
2948	0.019781	0.027891	0.008549	0.001924	-3529.708
2952	0.026319	0.037109	0.012111	0.002405	-3521.874
2956	0.024882	0.035083	0.014328	0.002476	-3542.822
2960	0.021023	0.028432	0.011313	0.002238	-3552.491
2964	0.025062	0.033035	0.013627	0.002765	-3532.147
2968	0.022734	0.032277	0.014209	0.002657	-3543.946
2972	0.024937	0.036639	0.016860	0.002765	-3529.594
2976	0.025779	0.035350	0.015767	0.002956	-3524.753
2980	0.025779	0.035350	0.013995	0.003000	-3532.296
2984	0.026004	0.038199	0.013440	0.002826	-3532.118
2988	0.021611	0.033166	0.012592	0.002442	-3525.122
2992	0.023765	0.036471	0.012650	0.002806	-3535.533
2996	0.024535	0.037121	0.012875	0.002856	-3533.783
3000	0.024535	0.035578	0.012875	0.002856	-3515.238
3004	0.024269	0.035578	0.012183	0.002769	-3527.608
3008	0.028873	0.039386	0.014495	0.003294	-3527.495
3012	0.025637	0.034053	0.013186	0.002855	-3533.828
3016	0.030146	0.040765	0.016565	0.003142	-3520.575
3020	0.026871	0.035721	0.013865	0.002935	-3547.349
3024	0.022023	0.031043	0.011364	0.002405	-3546.253
3028	0.027529	0.040454	0.014032	0.003013	-3564.326
3032	0.026587	0.039070	0.012527	0.002804	-3555.138
3036	0.026587	0.039070	0.011131	0.003156	-3541.349
3040	0.027188	0.039954	0.010782	0.003075	-3549.013
3044	0.025704	0.039954	0.010981	0.003019	-3545.914
3048	0.020007	0.033244	0.011128	0.002473	-3546.278
3052	0.021024	0.032265	0.011751	0.002342	-3539.936
3056	0.022660	0.034776	0.011207	0.002524	-3535.393
3060	0.025277	0.037067	0.013430	0.002816	-3552.107
3064	0.025277	0.035315	0.012376	0.002816	-3555.754
3068	0.025277	0.035351	0.011095	0.002765	-3535.715
3072	0.025277	0.035732	0.010554	0.002907	-3536.862
3076	0.022670	0.032826	0.009465	0.002607	-3536.483
3080	0.023206	0.032766	0.008496	0.002894	-3526.582
3084	0.023476	0.030466	0.007821	0.002879	-3528.849
3088	0.020262	0.026295	0.008498	0.002366	-3512.818
3092	0.018986	0.024639	0.006479	0.002308	-3520.508
3096	0.022931	0.031224	0.006929	0.002788	-3516.619
3100	0.023517	0.032022	0.007184	0.002828	-3534.370
3104	0.024159	0.034490	0.008265	0.002852	-3517.330
3108	0.019024	0.028534	0.006763	0.002386	-3527.548
3112	0.021835	0.034735	0.008327	0.002930	-3524.405
3116	0.020201	0.031200	0.008948	0.002459	-3514.158
3120	0.016773	0.026996	0.008672	0.002041	-3529.666
3124	0.022627	0.036420	0.010148	0.002546	-3539.905
3128	0.018654	0.027141	0.008366	0.002099	-3554.665
3132	0.020016	0.029122	0.008693	0.002326	-3542.359
3136	0.021101	0.029122	0.009692	0.002464	-3519.115
3140	0.017882	0.027689	0.007905	0.002203	-3532.549
3144	0.017882	0.029056	0.007905	0.002203	-3537.343
3148	0.018819	0.029391	0.008050	0.002164	-3525.527
3152	0.016018	0.025103	0.006652	0.001910	-3524.254
3156	0.018964	0.030940	0.008077	0.002205	-3513.953
3160	0.021557	0.035171	0.008963	0.002342	-3529.839
3164	0.021557	0.035171	0.009191	0.002342	-3521.824
3168	0.022803	0.037204	0.009722	0.002478	-3562.537
3172	0.020395	0.031310	0.008084	0.002115	-3554.655
3176	0.022554	0.034625	0.008530	0.002451	-3546.625
3180	0.020733	0.031829	0.007842	0.002253	-3567.273
3184	0.021477	0.032932	0.008831	0.002234	-3566.938
3188	0.023704	0.036347	0.009862	0.002436	-3527.048
3192	0.023868	0.036715	0.010462	0.002329	-3520.440
3196	0.028515	0.043863	0.012403	0.002804	-3512.040
3200	0.021906	0.036063	0.010254	0.002128	-3514.025
3204	0.015922	0.024375	0.007938	0.001547	-3530.113
3208	0.015922	0.024055	0.005848	0.001742	-3530.967
3212	0.020425	0.030453	0.007453	0.001977	-3526.625
3216	0.017187	0.030453	0.007453	0.001977	-3514.155
3220	0.017187	0.030453	0.008476	0.001977	-3519.519
3224	0.017187	0.030453	0.008432	0.001988	-3509.563
3228	0.019303	0.036771	0.010181	0.002400	-3534.247
3232	0.023018	0.043839	0.012014	0.002892	-3524.048
3236	0.018848	0.036838	0.010345	0.002490	-3526.775
3240	0.018848	0.036838	0.007368	0.002563	-3538.760
3244	0.015810	0.030900	0.006155	0.002159	-3526.294
3248	0.018962	0.036041	0.008997	0.002426	-3526.799
3252	0.015804	0.030040	0.006891	0.002200	-3540.431
3256	0.015681	0.029806	0.007837	0.002183	-3549.781
3260	0.019271	0.036263	0.009767	0.002721	-3540.315
3264	0.015638	0.030919	0.008327	0.002320	-3530.860
3268	0.014265	0.028203	0.006542	0.001845	-3533.576
3272	0.016205	0.030825	0.007432	0.002096	-3516.002
3276	0.016205	0.030825	0.007077	0.002201	-3531.299
3280	0.016919	0.030825	0.007077	0.002201	-3519.582
3284	0.016919	0.031785	0.007020	0.002219	-3528.014
3288	0.013591	0.027646	0.006519	0.001808	-3522.143
3292	0.021181	0.042081	0.008633	0.002709	-3519.841
3296	0.021181	0.042081	0.008528	0.002742	-3522.784
3300	0.024335	0.048346	0.009798	0.003151	-3517.790
3304	0.024451	0.048578	0.010064	0.003097	-3526.349
3308	0.023231	0.049267	0.009815	0.003175	-3523.327
3312	0.019159	0.044110	0.009361	0.002545	-3553.070
3316	0.019209	0.044225	0.009385	0.002551	-3531.775
3320	0.020020	0.044225	0.009412	0.002544	-3528.442
3324	0.021598	0.048795	0.010310	0.002703	-3531.845
3328	0.025347	0.056975	0.012076	0.003178	-3545.341
3332	0.022030	0.049518	0.010165	0.002852	-3517.013
3336	0.022030	0.049518	0.010512	0.002758	-3525.676
3340	0.016522	0.043653	0.008213	0.002516	-3521.644
3344	0.016522	0.043653	0.008844	0.002336	-3527.316
3348	0.016954	0.044793	0.008883	0.002449	-3539.356
3352	0.016561	0.043755	0.008677	0.002393	-3557.937
3356	0.016615	0.043755	0.008919	0.002328	-3532.775
3360	0.015186	0.039993	0.008427	0.002058	-3530.047
3364	0.015306	0.039993	0.006776	0.002171	-3533.559
3368	0.014964	0.039099	0.007316	0.002088	-3567.202
3372	0.014964	0.039099	0.007658	0.001994	-3554.910
3376	0.015914	0.041582	0.008145	0.002121	-3552.656
3380	0.017905	0.046786	0.008303	0.002198	-3537.732
3384	0.018749	0.046481	0.008328	0.002163	-3528.349
3388	0.015656	0.039041	0.007732	0.001817	-3537.399
3392	0.016355	0.039041	0.006204	0.002016	-3547.440
3396	0.016216	0.038710	0.004792	0.001820	-3534.148
3400	0.018636	0.045592	0.006803	0.002167	-3552.209
3404	0.019761	0.044800	0.007105	0.002207	-3554.316
3408	0.019761	0.043952	0.006838	0.002293	-3545.145
3412	0.019608	0.043612	0.006827	0.002261	-3531.699
3416	0.017960	0.037573	0.006254	0.002071	-3549.661
3420	0.014885	0.031403	0.004832	0.001841	-3549.363
3424	0.013880	0.029284	0.006560	0.001712	-3542.933
3428	0.015703	0.031900	0.006544	0.001999	-3522.055
3432	0.015703	0.031900	0.007275	0.001798	-3527.886
3436	0.022627	0.045965	0.010635	0.002554	-3534.963
3440	0.022627	0.045965	0.009853	0.002443	-3526.862
3444	0.018827	0.042918	0.008417	0.002131	-3529.905
3448	0.018145	0.041534	0.008417	0.002131	-3530.203
3452	0.016065	0.040321	0.008493	0.001890	-3525.521
3456	0.019558	0.047656	0.008343	0.002301	-3545.387
3460	0.015969	0.038035	0.006183	0.002070	-3533.550
3464	0.019557	0.043752	0.007112	0.002381	-3530.796
3468	0.020513	0.042766	0.008334	0.002372	-3542.583
3472	0.024196	0.050444	0.009044	0.003041	-3549.146
3476	0.019558	0.040775	0.007361	0.002441	-3526.458
3480	0.017700	0.041541	0.007181	0.002381	-3533.272
3484	0.017292	0.037966	0.006939	0.002059	-3548.778
3488	0.018025	0.039833	0.007266	0.002136	-3529.528
3492	0.018025	0.040576	0.007266	0.002136	-3523.856
3496	0.024393	0.054909	0.009833	0.002891	-3526.112
3500	0.022763	0.052611	0.009180	0.002763	-3555.380
3504	0.020222	0.049920	0.009036	0.002502	-3546.323
3508	0.020222	0.050765	0.009036	0.002502	-3529.566
3512	0.021262	0.050765	0.008271	0.002502	-3538.344
3516	0.016925	0.040674	0.006457	0.002030	-3542.093
3520	0.018832	0.043194	0.007694	0.002110	-3533.200
3524	0.016056	0.036825	0.006083	0.001940	-3538.283
3528	0.015696	0.035410	0.005903	0.001910	-3529.053
3532	0.018794	0.041590	0.006584	0.002130	-3539.331
3536	0.016068	0.035557	0.005629	0.001821	-3534.457
3540	0.017221	0.038791	0.006033	0.001952	-3539.889
3544	0.018767	0.036770	0.008228	0.001952	-3533.026
3548	0.015094	0.032669	0.005988	0.001697	-3522.513
